Name,Date,Hour,StolenObject,PlaceDescription,Neighborhood,GeneralDescription,ModusOperandi
Erica Zimmerman,01/14/2022,08:51:54,Computador,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Patricia Evans,04/24/2022,01:16:37,Bicicleta,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Monica Gray,05/12/2022,14:23:26,Papeles,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Gary Cuevas,04/25/2022,18:31:19,Papeles,En el centro de la ciudad,Sabta Fe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Danielle Boyd,04/12/2022,21:31:45,Bicicleta,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Melissa Spence,02/11/2022,22:13:29,Vehiculo,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Rachel Perez,06/19/2022,01:22:36,Bicicleta,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Erica Matthews,04/10/2022,18:38:08,Billetera,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Aaron Evans,01/29/2022,08:12:36,Papeles,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kristen Martin,08/01/2022,02:40:46,Bicicleta,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Pamela Miles,04/05/2022,10:39:30,Bolso,En el centro de la ciudad,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Craig Gibson,03/26/2022,13:21:07,Vehiculo,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
David Ball,06/06/2022,03:58:55,Billetera,Cerca a la universidad nacional de Colombia,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Michelle Vasquez,01/01/2022,06:40:12,Bolso,En el centro de la ciudad,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
John Love,04/18/2022,13:39:50,Bolso,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Veronica Brady,05/14/2022,00:40:42,Papeles,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Rachel Harris,02/23/2022,20:22:18,Vehiculo,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Dominic Grant,03/19/2022,19:13:27,Computador,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Zachary Smith,02/09/2022,03:44:40,Bicicleta,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Maria Larsen,03/22/2022,09:11:35,Vehiculo,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Deborah Savage,05/31/2022,11:32:32,Vehiculo,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Chase Reyes,05/02/2022,08:57:23,Celular,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Tracey Smith,04/03/2022,10:20:44,Computador,En el centro de la ciudad,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Lori Yoder,01/22/2022,12:50:05,Bolso,Cerca a la universidad nacional de Colombia,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Michael Hopkins,02/08/2022,07:05:42,Celular,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Dr. Breanna Mitchell,04/06/2022,05:52:28,Papeles,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
David Fleming,07/07/2022,03:46:52,Billetera,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Deborah Barnes,03/10/2022,20:40:09,Bicicleta,Cerca a la universidad nacional de Colombia,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Tiffany Hayes,07/06/2022,00:29:46,Vehiculo,En el centro de la ciudad,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Christine Moore,07/14/2022,03:04:35,Computador,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kimberly Jennings,07/27/2022,08:14:23,Papeles,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Charles Stephens,02/17/2022,03:45:31,Vehiculo,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Brent Barnes,07/04/2022,10:13:07,Papeles,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Megan Butler,06/27/2022,19:24:18,Celular,En el centro de la ciudad,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Nicholas Coleman,03/26/2022,19:41:52,Billetera,En el centro de la ciudad,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Lance West,04/08/2022,21:15:58,Bolso,Cerca a la universidad nacional de Colombia,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Ricardo Hodge,04/27/2022,16:29:26,Billetera,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
David Powell,04/21/2022,17:26:17,Vehiculo,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Nancy Branch,01/11/2022,22:29:24,Bicicleta,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Luis Nguyen,03/09/2022,05:51:40,Bolso,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Frank Rodriguez,02/26/2022,17:04:40,Vehiculo,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Donald Pugh,04/12/2022,02:25:03,Computador,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Aaron Murphy,03/17/2022,10:35:04,Bicicleta,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Monica Brown,01/25/2022,20:05:37,Bolso,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Laura Smith,07/09/2022,10:44:50,Bicicleta,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
William Wright,04/22/2022,07:45:51,Billetera,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Chad Mcmahon,08/01/2022,21:41:38,Celular,En el centro de la ciudad,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Katherine Chambers,02/11/2022,16:07:59,Billetera,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Shawn Fields,05/12/2022,13:41:39,Vehiculo,En el centro de la ciudad,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Eric Taylor,06/01/2022,23:07:48,Bicicleta,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Nathaniel Parker,01/10/2022,16:20:45,Celular,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Nicole Chen,01/20/2022,13:22:19,Vehiculo,En el centro de la ciudad,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Shirley Bates,03/14/2022,20:03:14,Bicicleta,En el centro de la ciudad,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jill Cortez,06/05/2022,23:44:14,Bolso,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Stacie Jones,05/31/2022,19:47:48,Bolso,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Keith Watts,04/09/2022,02:05:25,Bolso,Cerca a la universidad nacional de Colombia,Sabta Fe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Vickie Griffith,03/23/2022,04:46:28,Bicicleta,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Samantha Clark,05/21/2022,12:28:51,Vehiculo,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Alyssa Moore,07/28/2022,06:36:24,Billetera,En el centro de la ciudad,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Teresa Chung,04/11/2022,22:55:59,Bolso,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kathryn Rodriguez,01/09/2022,07:24:40,Bolso,En el centro de la ciudad,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Paula Robinson,05/21/2022,00:25:26,Papeles,En el centro de la ciudad,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Mary Garza,04/05/2022,17:59:02,Bolso,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Tyler Adams,05/20/2022,23:30:24,Computador,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Nancy Miller,05/18/2022,10:00:02,Billetera,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
April James,07/01/2022,19:47:42,Papeles,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Robert Edwards,07/09/2022,05:15:06,Bolso,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Tina Li,07/12/2022,01:41:46,Computador,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Lauren Rios,04/05/2022,20:15:39,Computador,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Alexis David,03/13/2022,13:28:33,Bolso,En el centro de la ciudad,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Gary Edwards,07/20/2022,04:15:02,Celular,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Ronald Carroll,03/02/2022,09:53:38,Vehiculo,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Carol Lam,04/16/2022,07:35:56,Papeles,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Carolyn Garza,03/28/2022,15:41:23,Computador,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Mr. Justin Nelson,04/03/2022,07:46:12,Vehiculo,Cerca a la universidad nacional de Colombia,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Ricardo Garner,01/16/2022,17:55:32,Billetera,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Dean Johnson,04/30/2022,12:42:43,Papeles,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Lauren Lamb,02/08/2022,07:38:56,Papeles,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Calvin Thomas,03/17/2022,12:03:19,Computador,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Lisa Griffin,03/04/2022,11:03:32,Billetera,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Patricia Gonzalez,05/17/2022,12:48:04,Papeles,En el centro de la ciudad,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Kara Morgan,07/17/2022,00:42:22,Papeles,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Ashley Vaughan,05/29/2022,13:20:01,Celular,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Sydney Norman,07/12/2022,18:40:19,Papeles,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
James Brown,02/27/2022,18:54:10,Computador,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Catherine Morse,01/24/2022,18:32:24,Papeles,En el centro de la ciudad,Barrios Unidos,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
James Lutz,07/25/2022,02:14:20,Bolso,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
James Mooney,07/14/2022,10:05:36,Billetera,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Vicki Lawrence,04/25/2022,14:36:00,Bolso,En el centro de la ciudad,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Cody Campos,06/18/2022,05:29:49,Computador,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Carla Bridges,07/11/2022,08:36:27,Bolso,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Louis Bryant,07/26/2022,12:48:02,Papeles,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Joshua Ramirez,02/12/2022,08:04:28,Celular,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Christopher Berry,01/12/2022,18:43:18,Vehiculo,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Tracy Cooper,06/29/2022,00:44:19,Computador,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Martha Foster,01/31/2022,03:05:28,Billetera,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Aaron White,03/06/2022,17:41:58,Papeles,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jacob Nash,08/04/2022,17:01:41,Bicicleta,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Christopher Cunningham,06/28/2022,11:49:15,Billetera,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Lisa Wheeler,04/06/2022,15:05:08,Bicicleta,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Brian Carlson,03/08/2022,09:33:21,Vehiculo,En el centro de la ciudad,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Angela Webster,05/27/2022,03:55:32,Papeles,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
